uuid,upstream,source,Name,version,date_modifi,completenes,source_url,raw-source,type,services,physical_ad,phone,mobile,email,url,activities,beds,ancillary_s,tags,scope_of_se,nature_of_f,ownership,staff,defining_ho,notes,inpatient_s,raw_source,what3words,source2,note,family_prac,emergency_p,heliport,contact,servicios_d,fracturas_a,traslados_d,service,lon,lat
"06c4af6fa9ad490096ef59cbdebcfe4d","openstreetmap¶w140546657","OpenStreetMap","ASISYAH HOSPITAL","2","2015-12-11 10:51:22.924404+00:00","41.18%","http://www.openstreetmap.org/way/140546657","null","hospital","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","blacked.trapdoor.logo","OpenStreetMap","null","null","null","null","null","null","null","null","null",100.363611661144,-0.9474741
"22f2321c387549668ca90e79ffeb2fa4","openstreetmap¶w124280925","OpenStreetMap","ASRI","2","2015-12-11 10:51:22.924404+00:00","35.29%","http://www.openstreetmap.org/way/124280925","null","hospital","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","upholds.unimpeded.decisions","OpenStreetMap","null","null","null","null","null","null","null","null","null",100.391120797195,-0.9354651
"54935bc821f54016b4286730ee919340","openstreetmap¶w174126265","OpenStreetMap","ASRI Medical Centre","2","2015-12-11 10:51:22.924404+00:00","35.29%","http://www.openstreetmap.org/way/174126265","null","hospital","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","bulky.looks.confined","OpenStreetMap","null","null","null","null","null","null","null","null","null",110.351776309959,-7.79969885
"56a8e34463c146fa80c81c6f6063c141","openstreetmap¶n2678338240","OpenStreetMap","Aerowisiata Clinic","2","2015-11-17 09:43:57.838516+00:00","35.29%","http://www.openstreetmap.org/node/2678338240","null","clinic","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","solidity.fumbles.swaddles","OpenStreetMap","null","null","null","null","null","null","null","null","null",116.0470178,-8.4996563
"239ca61a70094905b17be9b4b8fe2584","OpenStreetMap¶n4383772380","OpenStreetMap","Aesthetic & Family Dentistry","2","2016-09-04 15:29:29+00:00","35.29%","http://www.openstreetmap.org/node/4383772380","null","hospital","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","rush.clashes.welfare","OpenStreetMap","null","null","null","null","null","null","null","null","null",106.7476277,-6.2717562
"91bf3a93291b451fb30cb8faee7e27c8","openstreetmap¶w181553669","OpenStreetMap","Air Dingin","2","2015-12-11 10:51:22.924404+00:00","35.29%","http://www.openstreetmap.org/way/181553669","null","clinic","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","blunders.contoured.trifling","OpenStreetMap","null","null","null","null","null","null","null","null","null",100.335434438592,-0.85295375
"c03088e1ff1843dabd7cf64441162b16","openstreetmap¶n3311493679","OpenStreetMap","Akper Pemprov Kaltim","2","2015-11-17 09:43:57.838516+00:00","35.29%","http://www.openstreetmap.org/node/3311493679","null","hospital","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","regulator.apart.strongly","OpenStreetMap","null","null","null","null","null","null","null","null","null",117.1415769,-0.4824172
"47e97b904e494f9dafe4b3c3a5cde33a","openstreetmap¶w186597155","OpenStreetMap","Alifia","2","2015-12-11 10:51:22.924404+00:00","35.29%","http://www.openstreetmap.org/way/186597155","null","clinic","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","acrobats.blushes.proof","OpenStreetMap","null","null","null","null","null","null","null","null","null",119.406410994653,-5.1754018
"06080690c2a24a48931f2f8048b807d5","OpenStreetMap¶w472077907","OpenStreetMap","Almira Medika","2","2017-02-04 12:14:53+00:00","35.29%","http://www.openstreetmap.org/way/472077907","null","hospital","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","universe.gangway.eventful","OpenStreetMap","null","null","null","null","null","null","null","null","null",112.762141820303,-7.3833358
"56fb0547625f40f1b11a5a02dd6ea123","OpenStreetMap¶n4244092221","OpenStreetMap","Ambulance Rs.Dharma Nugraha","2","2016-06-15 09:41:20+00:00","35.29%","http://www.openstreetmap.org/node/4244092221","null","hospital","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","flicks.mornings.happily","OpenStreetMap","null","null","null","null","null","null","null","null","null",106.8861843,-6.1959647
"e8dd307825c743729f192d0a39cd2ac1","openstreetmap¶w250081709","OpenStreetMap","An-Nur Medical Centre","2","2015-12-11 10:51:22.924404+00:00","35.29%","http://www.openstreetmap.org/way/250081709","null","hospital","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","rational.confined.dozen","OpenStreetMap","null","null","null","null","null","null","null","null","null",106.856126841048,-6.225474
"5528d76dafde419998a2ba1e7ca9305b","openstreetmap¶w211923833","OpenStreetMap","Ananda Hospital","2","2015-12-11 10:51:22.924404+00:00","35.29%","http://www.openstreetmap.org/way/211923833","null","hospital","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","lurching.vaccines.clues","OpenStreetMap","null","null","null","null","null","null","null","null","null",109.224190647234,-7.41859945
"f8d29d6504e14fdcafac669ce6930698","openstreetmap¶w155950969","OpenStreetMap","Antam Medika","2","2015-12-11 10:51:22.924404+00:00","35.29%","http://www.openstreetmap.org/way/155950969","null","hospital","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","oath.learning.nozzle","OpenStreetMap","null","null","null","null","null","null","null","null","null",106.903482019628,-6.19252785
"5a565023248744378cb87f358d6ed8b5","OpenStreetMap¶n4146190336","OpenStreetMap","Antam Medika Hospital","2","2016-04-25 07:42:31+00:00","35.29%","http://www.openstreetmap.org/node/4146190336","null","hospital","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","stuffing.grows.builder","OpenStreetMap","null","null","null","null","null","null","null","null","null",106.9030467,-6.1929517
"9f7127af3f1a447e93e47d2c26008027","OpenStreetMap¶n4479008840","OpenStreetMap","Anugerah","2","2016-11-03 12:09:19+00:00","29.41%","http://www.openstreetmap.org/node/4479008840","null","clinic","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","wiggles.sentence.tinted","OpenStreetMap","null","null","null","null","null","null","null","null","null",110.8893265,0.0221018
"87a306f15ca84882a9e9469c518c06eb","openstreetmap¶w357311355","OpenStreetMap","Apotek "Sejati Farma"","2","2015-12-11 10:51:22.924404+00:00","35.29%","http://www.openstreetmap.org/way/357311355","null","clinic","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","floating.galaxy.congested","OpenStreetMap","null","null","null","null","null","null","null","null","null",117.17030405,-0.5234282
"f37ab54b7bd148b3802be638acd51d46","OpenStreetMap¶n4557475491","OpenStreetMap","Apotek Cahaya Mulya","2","2016-12-16 17:15:00+00:00","29.41%","http://www.openstreetmap.org/node/4557475491","null","hospital","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","integrates.idly.lunchtime","OpenStreetMap","null","null","null","null","null","null","null","null","null",101.3919799,0.4524827
"84bae1a4053d43328c17794f1e3fe843","OpenStreetMap¶n4438814591","OpenStreetMap","Apotek Century","2","2016-10-09 09:33:20+00:00","35.29%","http://www.openstreetmap.org/node/4438814591","null","hospital","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","rebounds.sank.performs","OpenStreetMap","null","null","null","null","null","null","null","null","null",107.0220939,-6.3110271
"2afe6f04287848e78fcf6a862148ecf2","OpenStreetMap¶n4590940457","OpenStreetMap","Apotek Dantisa","2","2017-01-05 15:32:35+00:00","29.41%","http://www.openstreetmap.org/node/4590940457","null","hospital","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","piglets.releasing.bucks","OpenStreetMap","null","null","null","null","null","null","null","null","null",110.3920024,-7.8127827
"8a9c0677ad1149b9a74d76a69c06564e","OpenStreetMap¶n4175107674","OpenStreetMap","Apotek Gelora Farma","2","2016-05-10 02:06:28+00:00","29.41%","http://www.openstreetmap.org/node/4175107674","null","hospital","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","sadly.pillow.deleting","OpenStreetMap","null","null","null","null","null","null","null","null","null",119.4171374,-5.1188432
"48df68a1ee3b49ebaaa4899e4ff347da","OpenStreetMap¶n4172381289","OpenStreetMap","Apotek Grestelina","2","2016-05-08 01:20:07+00:00","29.41%","http://www.openstreetmap.org/node/4172381289","null","hospital","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","repaying.woven.prompting","OpenStreetMap","null","null","null","null","null","null","null","null","null",119.4174945,-5.1351695
"abfba5d8623e4f329e6acee0726267f1","OpenStreetMap¶n4172356500","OpenStreetMap","Apotek Kimia Farma","2","2016-05-08 01:08:51+00:00","29.41%","http://www.openstreetmap.org/node/4172356500","null","hospital","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","vans.sensual.samples","OpenStreetMap","null","null","null","null","null","null","null","null","null",119.431327,-5.1346491
"8a1c1566cb5642d0b5022ef4ea5b1d18","OpenStreetMap¶n4438795700","OpenStreetMap","Apotek Legenda Sehat","2","2016-10-09 09:10:41+00:00","35.29%","http://www.openstreetmap.org/node/4438795700","null","hospital","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","price.crossing.remember","OpenStreetMap","null","null","null","null","null","null","null","null","null",107.0256389,-6.3088133
"aa3b12aea1db42608200260479452e3c","openstreetmap¶w355651703","OpenStreetMap","Apotek Marisa","2","2015-12-11 10:51:22.924404+00:00","35.29%","http://www.openstreetmap.org/way/355651703","null","clinic","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","readings.polar.meanders","OpenStreetMap","null","null","null","null","null","null","null","null","null",117.112966556249,-0.51333615
"925f27c1e4ba4659b9d4b567381a3909","openstreetmap¶w357025805","OpenStreetMap","Apotek Murah Asih","2","2015-12-11 10:51:22.924404+00:00","35.29%","http://www.openstreetmap.org/way/357025805","null","clinic","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","lonely.unleashed.verge","OpenStreetMap","null","null","null","null","null","null","null","null","null",117.165910345063,-0.52098055
"bd43a06933394db8a39f3742c78fd3f2","openstreetmap¶n3566013266","OpenStreetMap","Apotek Permata Hati","2","2015-11-17 09:43:57.838516+00:00","35.29%","http://www.openstreetmap.org/node/3566013266","null","hospital","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","named.trespass.leotard","OpenStreetMap","null","null","null","null","null","null","null","null","null",119.5021587,-5.1322837
"4d238c3bd029465c8075c413efdb6361","OpenStreetMap¶n4173783707","OpenStreetMap","Apotek Stella Farma","2","2016-05-09 03:33:55+00:00","29.41%","http://www.openstreetmap.org/node/4173783707","null","hospital","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","finders.slim.pollution","OpenStreetMap","null","null","null","null","null","null","null","null","null",119.4116618,-5.1399426
"9c0fdea7c0cd4f888501a14e67e51fa8","openstreetmap¶w355654086","OpenStreetMap","Apotek Sun Medica","2","2015-12-11 10:51:22.924404+00:00","35.29%","http://www.openstreetmap.org/way/355654086","null","clinic","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","thinking.cheetahs.tragedy","OpenStreetMap","null","null","null","null","null","null","null","null","null",117.116925499568,-0.5124296
"b48abe75ad824dd5b47797e6e10a9cf0","openstreetmap¶w355898018","OpenStreetMap","Apotek Vita Farma","2","2015-12-11 10:51:22.924404+00:00","35.29%","http://www.openstreetmap.org/way/355898018","null","clinic","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","crazy.dividers.outdoors","OpenStreetMap","null","null","null","null","null","null","null","null","null",117.1264219,-0.49734135
"06fdd099a3e44d1a81d8e74abd907d77","openstreetmap¶w373392964","OpenStreetMap","Apotik Dana Farma","2","2015-12-11 10:51:22.924404+00:00","35.29%","http://www.openstreetmap.org/way/373392964","null","clinic","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","bunks.geek.sunshine","OpenStreetMap","null","null","null","null","null","null","null","null","null",116.8388867,-1.2576009
"8711192197f24302ad2d5930a9601cd5","OpenStreetMap¶n4557440658","OpenStreetMap","Apotik Generik","2","2016-12-16 16:40:00+00:00","29.41%","http://www.openstreetmap.org/node/4557440658","null","hospital","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","shortcuts.knowledge.wording","OpenStreetMap","null","null","null","null","null","null","null","null","null",101.3948774,0.4592816
"4dede690e7ae4416829ecaad95131431","OpenStreetMap¶n4542195377","OpenStreetMap","Apotik Keluarga 3","2","2016-12-09 08:17:58+00:00","35.29%","http://www.openstreetmap.org/node/4542195377","null","hospital","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","replica.bleak.restated","OpenStreetMap","null","null","null","null","null","null","null","null","null",101.3683562,0.4737748
"de09e6576aa64279964eb6b0de30d31b","openstreetmap¶w359675928","OpenStreetMap","Apotik Kimia Farma","2","2015-12-11 10:51:22.924404+00:00","35.29%","http://www.openstreetmap.org/way/359675928","null","clinic","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","pumps.stated.organisms","OpenStreetMap","null","null","null","null","null","null","null","null","null",117.165244446169,-0.5112069
"e85f303b93a6440aad5c3b380a033b41","openstreetmap¶w356886722","OpenStreetMap","Apotik Makroman","2","2015-12-11 10:51:22.924404+00:00","35.29%","http://www.openstreetmap.org/way/356886722","null","clinic","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","office.weddings.september","OpenStreetMap","null","null","null","null","null","null","null","null","null",117.22798125,-0.5380973
"bc3a6ab6148a4e5fb853eb1a8eb40a07","OpenStreetMap¶n4172443032","OpenStreetMap","Apotik Pelita","2","2016-05-08 03:10:00+00:00","29.41%","http://www.openstreetmap.org/node/4172443032","null","hospital","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","caring.wobbles.yard","OpenStreetMap","null","null","null","null","null","null","null","null","null",119.4098816,-5.1255668
"495e3be24bb64daa8432bacf3cf24d8e","openstreetmap¶w373392965","OpenStreetMap","Apotik Vita Farma","2","2015-12-11 10:51:22.924404+00:00","35.29%","http://www.openstreetmap.org/way/373392965","null","clinic","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","overruns.similar.sued","OpenStreetMap","null","null","null","null","null","null","null","null","null",116.838885787114,-1.2567317
"c16de372b73b42d5b7138d2674b8747b","openstreetmap¶w307262240","OpenStreetMap","Ar - Rohma","2","2015-12-11 10:51:22.924404+00:00","35.29%","http://www.openstreetmap.org/way/307262240","null","hospital","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","beeping.humidity.sparked","OpenStreetMap","null","null","null","null","null","null","null","null","null",114.179223987348,-8.4411368
"aebceb179da64c459caee694bb9692c1","openstreetmap¶w180118277","OpenStreetMap","Area Puskesmas Baing","2","2015-12-11 10:51:22.924404+00:00","35.29%","http://www.openstreetmap.org/way/180118277","null","hospital","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","translucent.calmed.enfolded","OpenStreetMap","null","null","null","null","null","null","null","null","null",120.554354,-10.22643505
"b0fdf1c36b694d6984c022a4a41ea72d","openstreetmap¶w187787994","OpenStreetMap","Area Puskesmas Baing","2","2015-12-11 10:51:22.924404+00:00","35.29%","http://www.openstreetmap.org/way/187787994","null","hospital","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","muddied.dolphins.chipmakers","OpenStreetMap","null","null","null","null","null","null","null","null","null",120.554380403743,-10.2261847
"f6247fc475534964bc293de28053df2f","openstreetmap¶w180118560","OpenStreetMap","Area Puskesmas Baing","2","2015-12-11 10:51:22.924404+00:00","35.29%","http://www.openstreetmap.org/way/180118560","null","hospital","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","chillier.stag.beeping","OpenStreetMap","null","null","null","null","null","null","null","null","null",120.554063283725,-10.22625565
"e42e768506334e8da35f13250a857df9","openstreetmap¶w180118424","OpenStreetMap","Area Puskesmas Baing","2","2015-12-11 10:51:22.924404+00:00","35.29%","http://www.openstreetmap.org/way/180118424","null","hospital","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","forays.saintly.strength","OpenStreetMap","null","null","null","null","null","null","null","null","null",120.55398295,-10.22666105
"f4a7505c1a8546d5a63098fd924fec0d","openstreetmap¶w187787889","OpenStreetMap","Area Puskesmas Baing","2","2015-12-11 10:51:22.924404+00:00","35.29%","http://www.openstreetmap.org/way/187787889","null","hospital","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","notched.townhouse.cosponsors","OpenStreetMap","null","null","null","null","null","null","null","null","null",120.5543885,-10.2262922
"4120aa0143d54282b78cf17af4eb972c","openstreetmap¶w180118573","OpenStreetMap","Area Puskesmas Baing","2","2015-12-11 10:51:22.924404+00:00","35.29%","http://www.openstreetmap.org/way/180118573","null","hospital","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","preserved.partake.bigwig","OpenStreetMap","null","null","null","null","null","null","null","null","null",120.554313639019,-10.22657855
"c5a870759e1e4377915af51fcf684300","openstreetmap¶w297866946","OpenStreetMap","Arun Hospital","2","2015-12-11 10:51:22.924404+00:00","41.18%","http://www.openstreetmap.org/way/297866946","null","hospital","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","disproving.accord.sockets","OpenStreetMap","null","null","null","null","null","null","null","null","null",97.0491612658339,5.21667435
"a9df55c14ae0482892bda63dfb95da43","openstreetmap¶n2494921790","OpenStreetMap","Asy-Syifa","2","2015-11-17 09:43:57.838516+00:00","35.29%","http://www.openstreetmap.org/node/2494921790","null","hospital","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","staffs.merciless.surgeons","OpenStreetMap","null","null","null","null","null","null","null","null","null",105.0864709,-4.6313924
"ee374b5cbf80406f9d034594c65ad276","OpenStreetMap¶n4185697904","OpenStreetMap","Aulia Hospital","2","2017-01-15 01:35:42+00:00","35.29%","http://www.openstreetmap.org/node/4185697904","null","hospital","null","null","null","null","null","auliahospital.co.id","null","null","null","null","null","null","null","null","null","null","null","null","proudest.baguette.timing","OpenStreetMap","null","null","null","null","null","null","null","null","null",101.3847027,0.4634158
"2662a39fe6c547cab7938ae71fd30558","openstreetmap¶n462098398","OpenStreetMap","Awal Bros","2","2015-11-17 09:43:57.838516+00:00","35.29%","http://www.openstreetmap.org/node/462098398","null","hospital","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","reserve.ideals.suitcase","OpenStreetMap","null","null","null","null","null","null","null","null","null",101.4560627,0.4969403
"4eea694dee1d45989722c397523bc3d8","openstreetmap¶w288601564","OpenStreetMap","Azizi","2","2015-12-11 10:51:22.924404+00:00","35.29%","http://www.openstreetmap.org/way/288601564","null","hospital","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","restore.producers.styled","OpenStreetMap","null","null","null","null","null","null","null","null","null",98.6416742,3.61612025
"bb1bfa0d7cab4fbeaa10685d2062fd77","openstreetmap¶n2576577808","OpenStreetMap","BALAI PENGOBATAN MUDITA","2","2015-11-17 09:43:57.838516+00:00","35.29%","http://www.openstreetmap.org/node/2576577808","null","hospital","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","conqueror.toast.faces","OpenStreetMap","null","null","null","null","null","null","null","null","null",109.0206691,-7.7312535
"b693c001512a4d308daf6a9e4d9ed382","openstreetmap¶w180591789","OpenStreetMap","BALAI POSYANDU","2","2015-12-11 10:51:22.924404+00:00","35.29%","http://www.openstreetmap.org/way/180591789","null","hospital","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","crook.misspent.accursed","OpenStreetMap","null","null","null","null","null","null","null","null","null",116.13882645,-8.3645149
"bae71234c89e48088dda203947d5a9de","openstreetmap¶n3311493680","OpenStreetMap","BAPELKES","2","2015-11-17 09:43:57.838516+00:00","35.29%","http://www.openstreetmap.org/node/3311493680","null","hospital","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","flagpole.section.transmitted","OpenStreetMap","null","null","null","null","null","null","null","null","null",117.1438036,-0.4840794
"c482fefc934747dbbd9086adcb501fdd","openstreetmap¶n3718647090","OpenStreetMap","BIDAN","2","2015-11-17 09:43:57.838516+00:00","35.29%","http://www.openstreetmap.org/node/3718647090","null","clinic","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","archway.tagging.strike","OpenStreetMap","null","null","null","null","null","null","null","null","null",101.7210253,-0.4302265
"c05e2358fe8746f8a6ac0241d96efb37","openstreetmap¶w215268304","OpenStreetMap","BIDAN PRISCA","2","2015-12-11 10:51:22.924404+00:00","35.29%","http://www.openstreetmap.org/way/215268304","null","hospital","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","swerving.brighter.tooth","OpenStreetMap","null","null","null","null","null","null","null","null","null",109.025387467352,-7.71685375
"72479bde89d34189af2a7630bf3a886a","openstreetmap¶n2823985471","OpenStreetMap","BIDAN ROSLAINI","2","2015-11-17 09:43:57.838516+00:00","35.29%","http://www.openstreetmap.org/node/2823985471","null","hospital","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","commitments.harshest.matured","OpenStreetMap","null","null","null","null","null","null","null","null","null",102.1096362,-1.3112398
"a7d4ed017a5446cea6119d2f81d242ba","OpenStreetMap¶n4178029999","OpenStreetMap","BIMC Hospital Nusa Dua","2","2016-09-20 08:48:22+00:00","35.29%","http://www.openstreetmap.org/node/4178029999","null","hospital","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","hiss.pathways.managing","OpenStreetMap","null","null","null","null","null","null","null","null","null",115.2285467,-8.7992857
"6a0571ae556342c0b6f851f05fa4c5c3","openstreetmap¶n3649161086","OpenStreetMap","BIMC Hospital Nusa Dua","6","2016-06-02 06:01:41.943206+00:00","88.24%","http://www.openstreetmap.org/node/3649161086","null","hospital","null","null","+62-3613000911","null","null","null","medicine and medical specialties,","null","null","null","null","null","private commercial","null","null","Outpatient consultation,In-patient hospitalization,","null","null","dismaying.stumped.riffs","OpenStreetMap","Facility name updated from "BIMC" to "BIMC Hospital Nusa Dua"","null","null","null","null","null","null","null","null",115.2283753,-8.7991749
"c035f6265e3648f2b77b995bdf801183","OpenStreetMap¶n4409322849","OpenStreetMap","BIMC Hospital Nusa Dua","2","2016-09-21 06:29:30+00:00","41.18%","http://www.openstreetmap.org/node/4409322849","null","hospital","null","null","0361 3000911","null","null","bimcbali.com","null","null","null","null","null","null","null","null","null","null","null","null","glued.squints.soundly","OpenStreetMap","null","null","null","null","null","null","null","null","null",115.228567,-8.7992033
"2a92b12f9b33434484c61aa044905893","openstreetmap¶w343677729","OpenStreetMap","BIdan (Balai Praktek)","2","2015-12-11 10:51:22.924404+00:00","35.29%","http://www.openstreetmap.org/way/343677729","null","clinic","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","typo.hoped.ruddy","OpenStreetMap","null","null","null","null","null","null","null","null","null",119.5482419,-5.2760317
"1447a7ee3ece49dfb6986c8cb580d7bd","OpenStreetMap¶n4684794432","OpenStreetMap","BKPM Garut","2","2017-02-14 07:55:49+00:00","29.41%","http://www.openstreetmap.org/node/4684794432","null","hospital","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","targeted.slang.overlaid","OpenStreetMap","null","null","null","null","null","null","null","null","null",107.8993419,-7.2201235
