@id,@lon,@lat,name,osm_id,denomination,opening_hours,addr:postcode,no,isced:field,source,building:material,x_coord,operator,name:en,note,addr:state,phone,addr:street,amenity,email,building,religion,tourism,addr:city,drinking_water,address,addr:housenumber,office,building:condition,place,categories,shop,man_made,fixme,capacity,description,y_coord,unocha:pcode,fee,type
3342206746,-13.1942406,8.4731135,HAMMOND SCH,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,
3342206747,-13.1905710,8.4739815,INDEPENDANCE SCHOOL,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,
3342206748,-13.1945257,8.4722831,MABEL PRIMARY SCHOOL,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,
3342209842,-13.1806983,8.4635892,COMFORT SCHOOL,,,,,,,MSF-CH,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,
3342209843,-13.1826064,8.4628413,CONGRESS SCHOOL,,,,,,,MSF-CH,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,
3342213553,-13.1650282,8.4312731,LINCOLN INTERNATIONAL HIGH SCHOOL,,,,,,,MSF-CH,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,
3342221221,-13.1927649,8.4645903,QUEEN ELIZABETH SCHOOL,,,,,,,MSF-CH,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,
3342222115,-13.1969588,8.4659270,BETHLEHEM SCHOOL,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,
3342236224,-13.1589291,8.4406201,KING FAHADI SCHOOL OLD WHARF,,,,,,,MSF-CH,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,
3342248303,-13.1603042,8.4473072,MISSION SCHOOL,,,,,,,MSF-CH,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,
3342265575,-13.1736869,8.4532826,SLMB PRIMARY SCHOOL,,,,,,,MSF-CH,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,
3342272621,-13.1764671,8.4527717,EVANGELICAL MODEL SCHOOL,,,,,,,MSF-CH,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,
3343683832,-13.1788690,8.4605819,APPROVED SCHOOL BUILDINGS,,,,,,,MSF-CH,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,
3343683835,-13.1770129,8.4587208,PENTECOSTAL SCHOOL,,,,,,,MSF-CH,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,
3345879544,-13.2961348,8.4953608,Cape Community Primary School,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,
3355967594,-13.2715733,8.4546778,Sylmondral Daycare and Preschool,,,,,,,MSF-CH,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,
3370247094,-13.0147237,8.3270258,Hailsham Huntingdons Primary School,,,,,,,MSF-CH,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,
3370441095,-13.1274413,8.3843182,Zuliaka Model Academy,,,,,,,MSF-CH,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,
3371521663,-13.2347964,8.3731152,Salt Pond Community Primary School,,,,,,,MSF-CH,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,
3371663649,-13.0876205,8.3578244,Anzaru School,,,,,,,MSF-CH,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,
3371697670,-13.1036031,8.3748685,Pedro Da Central Jr School,,,,,,,MSF-CH,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,
3371765487,-13.0807214,8.3565467,Hope International Secondary School,,,,,,,MSF-CH,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,
3379435837,-13.0637060,8.3255797,REC School (Rural Education Comittee),,,,,,,MSF-CH,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,
3458601914,-12.7787495,9.3060220,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,
3474677331,-12.7162014,9.2449073,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,
3474677360,-12.7154960,9.2477518,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,
3589575477,-11.5398942,7.8881332,,2988895790,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,school
3589575478,-11.5759713,7.8894401,,2988851083,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,school
3589575482,-11.5450498,7.9040987,,2988895378,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,school
3589576303,-13.0039602,8.3363000,,3028480080,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,school
3589576834,-12.9429673,8.5083523,,3137243769,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,school
3589578316,-11.9708583,9.0302380,,3121249519,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,school
3589578346,-12.7162014,9.2449073,,3474677331,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,school
3589578347,-12.7154960,9.2477518,,3474677360,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,school
3589578348,-12.7787495,9.3060220,,3458601914,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,school
3589578363,-12.2444495,9.4932629,,2818709642,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,school
3589578383,-13.1788690,8.4605819,APPROVED SCHOOL BUILDINGS,3343683832,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,school
3589578384,-13.1783343,8.4613025,APPROVED SCHOOL FOOTBALL FIELD,3342157258,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,school
3589578417,-13.0876205,8.3578244,Anzaru School,3371663649,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,school
3589578422,-13.1464958,8.4079434,BABOON COLLEGE,3339830616,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,school
3589578423,-13.1468616,8.4094567,BABOON COLLEGE,3339830617,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,school
3589578424,-13.1442328,8.4110599,BABOON COLLEGE,3339870267,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,school
3589578427,-13.1969588,8.4659270,BETHLEHEM SCHOOL,3342222115,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,school
3589578430,-13.2166481,8.4905202,BISHOP JOHNSON SCHOOL,3341855622,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,school
3589578432,-13.1690489,8.4485167,BROWNDEL SCHOOL,3339954440,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,school
3589578449,-11.7412162,7.9756709,Bo Commercial Secondary School,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,
3589578463,-13.1806983,8.4635892,COMFORT SCHOOL,3342209842,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,school
3589578466,-13.1826064,8.4628413,CONGRESS SCHOOL,3342209843,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,school
3589578468,-13.2474066,8.4783864,COVENT SCHOOL,3340083531,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,school
3589578475,-13.2961348,8.4953608,Cape Community Primary School,3345879544,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,school
3589578489,-11.7253495,7.9710305,Comprehensive Secondary School,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,
3589578508,-13.2131121,8.4875780,EASTEND MUNICIPAL SCHOOL,3341999167,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,school
3589578511,-13.1764671,8.4527717,EVANGELICAL MODEL SCHOOL,3342272621,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,school
3589578528,-11.7241514,7.9521845,Every Nation School,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,
3589578531,-13.2470558,8.4772219,FSSG SCHOOL,3340083532,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,school
3589578532,-13.2460490,8.4840174,FSSG SCHOOL,3341831444,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,school
3589578552,-13.2544380,8.4782728,GOVT TECHINCAL SCH COMPOS,3340155232,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,school
3589578554,-13.2559960,8.4788463,GRIL SCH COMPOS,3340186286,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,school
3589578564,-13.1942406,8.4731135,HAMMOND SCH,3342206746,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,school
3589578566,-13.2125876,8.4876082,HENRY FERGUSSON SCHOOL,3341999169,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,school
3589578568,-13.0147247,8.3270272,Hailsham Huntingdons Primary School,3370247094,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,school
3589578585,-13.0807214,8.3565467,Hope International Secondary School,3371765487,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,school
3589578694,-13.1905710,8.4739815,INDEPENDANCE SCHOOL,3342206747,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,school
3589578751,-13.1650282,8.4312731,LINCOLN INTERNATIONAL HIGH SCHOOL,3342213553,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,school
3589578769,-13.1945257,8.4722831,MABEL PRIMARY SCHOOL,3342206748,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,school
3589578785,-13.1867594,8.4632517,MSF HIGH SCHOOL,3342203324,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,school
3589579548,-13.1717914,8.4436436,OLIVET BAPTIST PRIMARY SCHOOL,3339906978,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,school
3589579553,-13.1954182,8.4719757,PEDROYAL ACADEMY SCHOOL,3342113916,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,school
3589579554,-13.1770129,8.4587208,PENTECOSTAL SCHOOL,3343683835,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,school
3589579562,-13.1036031,8.3748685,Pedro Da Central Jr School,3371697670,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,school
3589579574,-11.7269523,7.9710770,QRS Secondary School,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,
3589579575,-13.1927649,8.4645903,QUEEN ELIZABETH SCHOOL,3342221221,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,school
3589579579,-13.0637060,8.3255797,REC School (Rural Education Comittee),3379435837,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,school
3589579580,-13.1881681,8.4728447,RECHARD ALLEN SCHOOL,3342186810,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,school
3589579800,-13.2468071,8.4828255,SCHOOL COMPUS SYKE STR COM,3341831451,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,school
3589579817,-13.1736869,8.4532826,SLMB PRIMARY SCHOOL,3342265575,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,school
3589579818,-13.2201205,8.4873316,SLMB SCHOOL OLDFIELD ST,3341984099,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,school
3589579821,-13.2468665,8.4791108,ST ANTHONY SCH,3340110251,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,school
3589579829,-13.2347964,8.3731152,Salt Pond Community Primary School,3371521663,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,school
3589579856,-13.2715733,8.4546778,Sylmondral Daycare and Preschool,3355967594,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,school
3589579867,-11.7421276,7.9680135,The AWADA School,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,
3589579877,-11.7200348,7.9527593,Tony Blair School,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,
3589579882,-13.2180880,8.4824364,UMC PRIMARY SCHOOL GINGERHALL,3342039264,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,school
3589579885,-13.2262722,8.4908150,UNITED MUSLIM SCHOOL,3342024388,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,school
3589579890,-12.8283606,8.1201624,Vine Memorial Baptist School,1988184292,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,school
3589579892,-13.1860893,8.4741268,W5ESLYAN SCHOOL,3342186811,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,school
3589579894,-13.2186248,8.4814007,WESLEYAN PRIMARY SCH. GINGER L,3342039265,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,school
3589579909,-13.1274413,8.3843182,Zuliaka Model Academy,3370441095,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,school
3589607725,-11.7345777,7.9707866,Ahmadiyya Muslim Senior Secondary School,,,,,,,,,,,,,,,Ahmadiyya Road,school,,,,,,,,,,,,,,,,,,,,,
3589607755,-11.7445428,7.9721591,Craftshare,,,,,,,,,,,,,,,Reservation Road,school,,,,,,,,,,,,,,,,,Institution,,,,
3589640110,-11.7408575,7.9605297,SLOIC,,,,,,,,,,,,,,,Matru Road,school,,,,,,,,,,,,,,,,,Institution,,,,
3589640127,-11.7349973,7.9622050,Saint Mary's Vocational centre,,,,,,,,,,,,,,,Mahei-Boima Road,school,,,,,,,,,,,,,,,,,Institution,,,,
3589640141,-11.7495502,7.9631476,Women and Youth Strenghtening (WAYS),,,,,,,,,,,,,,,Gbaima Road,school,,,,,,,,,,,,,,,,,Institution,,,,
3830487958,-13.1943886,8.4719364,St Mary's Balamorie Primary School,,,,,,,,,,D Jones,,,,,,school,,,,,,,,,,,,,,,,,,,,,
3923474844,-11.7443667,7.9653350,Paul School for the Blind,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,
4192479562,-11.3743150,7.0130397,Alexander Kettet Academy (A.K.A.),,,,,,3,Red Cross Field Survey,,,Providence Baptist Church,,,,0886536045,,school,,,christian,,Bo Waterside,,,,,,,,,,,78,,,,yes,
4192479586,-11.3738108,7.0119109,Jafaria Islamic And English School,,,,,,,Red Cross Field Survey,,,private,,,,0886339565,,school,,,muslim,,Bo Waterside,,,,,,,,,,,390,,,,yes,
4192479814,-11.3749695,7.0126883,Science & Technology Building,,,,,,,Red Cross Field Survey,,,Providence Baptist Church,,,,0886820834,,school,,,christian,,Bo Waterside,,,,,,,,,,,88,,,,yes,
4441270735,-11.9209716,8.7268193,Rowall Primary School,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,
4441291008,-11.9445382,8.7187888,Boy's School,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,
4488786692,-11.1864738,7.8664541,Holy Rosary Secondary School,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,
4488871290,-11.1906426,7.8808921,St. Charles Primary School,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,
4489199394,-11.1964933,7.8606249,Islamic Secondary School,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,
4489229493,-11.2061500,7.8518676,Ahmadiyya Secondary School,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,
4489243891,-11.1910672,7.8810185,St. Charles Primary School,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,
4489243893,-11.1992925,7.8634217,Holy Trinity Secondary School,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,
4489244889,-11.1822673,7.8763976,Eastern Polytechnic College,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,
4489247089,-11.1842816,7.8707310,SDA Primary School,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,
4489255791,-11.1878358,7.8786493,SLC Primary School,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,
4489258891,-11.1965653,7.8634935,Citadel Private School,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,
4513791897,-10.7087517,8.7881317,R C Primary School Kombayendeh,,,,232,,,Red Cross Field Survey,,,,,,Kono,,Kunundu Road,school,,,,,Kombayedeh,,,,,,,,,Yes,,,,,,,
4514040917,-12.9152133,9.1209992,,,,,,,,Red Cross Field Survey,,,,,,Kambia,,SLMB Road,school,,,,,Kambia,,,,ngo,,,,,Yes,,,,,,,
4523271964,-12.2997777,7.7842084,Impere Secondary School,,,,,,,,,,,,,,,,school,,,,,Moribatown,,,,,,,,,,,,,,,,
4534569566,-10.6962271,8.6058540,Tailoring Department Training Shop,,,,232,,,Red Cross Field Survey,concrete,,,,,Kono,,kamayador road,school,,,,,Manjama,,,,,average,,,clothes,,,,,,,,
4540110813,-13.2373488,8.4884079,school,,,,232,,,Red Cross Field Survey,,,,,,Koinadugu,,test,school,,,,,Freetown,,,24,,,,,hardware,,,,,,,,
4546690475,-12.9989398,8.9706239,Ahmadiya Muslim Primary School,,,,,,,Red Cross Field Survey,,,Ministry of Education  Science and Technology,,,,,Laminaya,school,,,muslim,,Rosino,,,,,,,,,,,287,,,,yes,
4546690476,-12.9985478,8.9701336,Ahmadiya Junior,,,,,,,Red Cross Field Survey,,,Ministry of Education  Science and Technology,,,,,Laminaya,school,,,muslim,,Rosino,,,,,,,,,,,256,,,,yes,
4546712908,-12.9215778,9.1142965,WCSL Primary School,,,,,,,Red Cross Field Survey,,,Wesleyan Church of Sierra Leone,,,Kambia,,Town Field Rd,school,,,christian,,Kambia,,,,,,,,,,,350,,,,yes,
4546712909,-12.9192510,9.1223792,WCSL School,,,,,,,Red Cross Field Survey,,,Wesleyan Church of Sierra Leone,,,Kambia,,Town Field Rd,school,,,christian,,Kambia,,,,,,,,,,,250,,,,yes,
4546712910,-12.9152270,9.1213651,,,,,,,,Red Cross Field Survey,,,Mr Conteh,,,Kambia,,Slmb Rd,school,,,christian,,Kambia,,,,,,,,,,,510,,,,yes,
4546712911,-12.9199075,9.1279379,Kindlya Preparatory School,,,,,,,Red Cross Field Survey,,,Kadie S Yillah,,,Kambia,077639794,Malaymusaia,school,,,christian,,Kambia,,,,,average,,,,,,159,,,,yes,
4546712912,-12.9238835,9.1041532,Kolenten Secondary School Kambia,,,,,,,Red Cross Field Survey,,,Mr Jack,,,Kambia,078066423,Freetown Road,school,,,christian,,Kambia,,,,,,,,,,,98,,,,yes,
4546715058,-12.6639318,9.3961097,Umaro Muthar,,,,,,,Red Cross Field Survey,,,ngo,,,,,Komboma,school,,,muslim,,Kukuna,,,,,,,,,,,176,,,,yes,
4546715059,-12.6660991,9.3939609,KDEC Primary School,,,,,,,Red Cross Field Survey,,,government,,,,076588588,Komboma,school,,,muslim,,Kukuna,,,,,,,,,,,378,,,,no,
4546715060,-12.6641035,9.3958662,Umaro Muthar Secondary School,,,,,,,Red Cross Field Survey,,,Umaro Muthar Mission,,,,088802962,Komboma,school,,,muslim,,Kukuna,,,,,,,,,,,243,,,,yes,
4546732202,-12.2238564,9.6764205,Edunation Secondary School,,,,,,,Red Cross Field Survey,,,Missionary,,,,,Fondakhurie Road,school,,,christian,,Fintonia,,,,,,,,,,,210,,,,yes,
4546734364,-11.6426794,9.9417620,,,,,,,,Red Cross Field Survey,,,,,,,,Musara Road,school,,,,,Gbentu,,,,,,,,,,,125,,,,yes,
4546734365,-11.6455078,9.9422316,,,,,,,,Red Cross Field Survey,,,Ministry of Education  Science and Technology,,,,,Gbentu 1,school,,,muslim,,Gbentu,,,33,,,,,,,,,,,,no,
4546734366,-11.6479540,9.9440281,,,,,,,,Red Cross Field Survey,,,,,,,,Gbentu 1,school,,,muslim,,Gbentu,,,51,,,,,,,,97,,,,no,
4546735050,-11.6586200,9.8000567,,,,,,,,Red Cross Field Survey,,,,,,,,,school,,,christian,,Mamudia,,,,,,,,,,,254,,,,yes,
4546735430,-11.4447259,9.9100210,Nursery School,,,,,,,Red Cross Field Survey,,,,,,,,Yeaba,school,,,,,Gbindi,,,,,,,,,,,,,,,no,
4546817744,-10.5609620,8.2682227,Free Pentecostal Primary School,,,,,,,Red Cross Field Survey,,,Free Pentecostal Mission,,,,030686122,Beudu Road,school,,,christian,,Kailahun,,,,,,,,,,,308,,,,no,
4546817745,-10.4979086,8.3298090,Roman Catholic Primary School,,,,,,,Red Cross Field Survey,,,Morie Vandi,,,,088911448,Dia High Way,school,,,christian,,Mano Sewallu,,,,,,,,,,,271,,,,no,
4546817746,-10.5797584,8.2749280,Eccd,,,,,,,Red Cross Field Survey,,,Save The Children,,,Kailahun,077658508,Moiwo Street,school,,,,,Kailahun,,,,,,,,,,,90,,,,yes,
4546817747,-10.5679250,8.2846049,Community Primary School,,,,,,,Red Cross Field Survey,,,Jemba Gbandi Ngobeh,,,,076557954,Massanta Section,school,,,,,Kailahun,,,,,,,,,,,472,,,,no,
4546819616,-10.9563410,9.5339397,Lower Primary School,,,,,,,Red Cross Field Survey,,,R.C. Mission,,,,078021718,Seria Road,school,,,christian,,Mongo Bendugu,,,,,,,,,,,,,,,yes,
4546819617,-10.8754563,9.3475428,Primary Upper,,,,,,,Red Cross Field Survey,,,Ministry of Education  Science and Technology,,,,,Kamaron Town,school,,,christian,,Kamaron,,,,,,,,,,,167,,,,no,
4546819618,-10.8748877,9.3475428,,,,,,,,Red Cross Field Survey,,,Ministry of Education  Science and Technology,,,,,Kamaron Junction,school,,,christian,,Kamaron,,,,,,,,,,,140,,,,no,
4546819619,-10.9566307,9.5344158,Upper Primary,,,,,,,Red Cross Field Survey,,,R.C. Mission,,,Koinadugu,078021718,Seria Road,school,,,christian,,Mongo Bendugu,,,,,,,,,,,459,,,,no,
4546819620,-10.9223057,9.4647648,,,,,,,,Red Cross Field Survey,,,,,,,,Seria Street,school,,,,,Seria,,,,,,,,,,,400,,,,,
