uuid,upstream,source,name,version,date_modifi,completenes,source_url,raw-source,type,services,physical_ad,phone,mobile,email,url,activities,beds,ancillary_s,tags,scope_of_se,nature_of_f,ownership,staff,defining_ho,notes,inpatient_s,raw_source,what3words,source2,note,family_prac,emergency_p,heliport,contact,servicios_d,fracturas_a,traslados_d,service,lon,lat
"51a516ab74e346a0be59cd67f3bbb8ff","The Standby Task Force¶HF1508","MOHS DHIS","Ahmadiyya Mission Hospital","5","2016-06-22 13:37:17.667661+00:00","47.06%","null","https://data.humdata.org/dataset/sierra-leone-healthsites","null","null","null","null","null","null","null","Mission Hospital","null","null","null","null","null","null","null","null","null","null","null","relaxed.take.control","MOHS DHIS","null","null","null","null","null","null","null","null","null",-11.18814727,7.889132842
"2929b4d2053446348ca18b2197c06092","The Standby Task Force¶HF1171","SL-MOH","Al-Khatab Clinic","5","2016-06-22 13:37:17.667661+00:00","41.18%","http://health.gov.sl/","https://data.humdata.org/dataset/sierra-leone-healthsites","null","null","null","null","null","null","null","Community Health Centre","null","null","null","null","null","null","null","null","null","null","null","unstable.rapport.strength","SL-MOH","null","null","null","null","null","null","null","null","null",-13.159,8.4294
"97dbe1f184ff443ca2c6460d1773c20c","The Standby Task Force¶HF1605","MOHS DHIS","Al-Sheefa Arab Clinic","5","2016-06-22 13:37:17.667661+00:00","47.06%","null","https://data.humdata.org/dataset/sierra-leone-healthsites","null","null","null","null","null","null","null","Private Clinic","null","null","null","null","null","null","null","null","null","null","null","pumpkin.comments.ruins","MOHS DHIS","null","null","null","null","null","null","null","null","null",-13.25054248,8.472653372
"4d8549b6bc1f48dbbcfc7a3a8bb8125a","The Standby Task Force¶HF1394","Yellow Pages, Cybo","Alco Pharmacy","5","2016-06-22 13:37:17.667661+00:00","47.06%","null","https://data.humdata.org/dataset/sierra-leone-healthsites","null","null","null","null","null","null","null","Pharmacy","null","null","null","null","null","null","null","null","null","null","null","note.wallet.coughed","Yellow Pages, Cybo","null","null","null","null","null","null","null","null","null",-13.233701,8.488752
"a9aa28cbb17f48dd98c45e1916249d85","OpenStreetMap¶n4504609548","OpenStreetMap","Ales Sesay","2","2016-11-16 16:13:57+00:00","41.18%","http://www.openstreetmap.org/node/4504609548","null","clinic","null","null","079478893","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","radiography.lordship.prompting","OpenStreetMap","null","null","null","null","null","null","null","null","null",-10.6741834,7.9281222
"5e0222fc09c24a38aef32ca35e2a6e3c","The Standby Task Force¶HF1461","Yellow Pages, Cybo","Alhaji Bangura Drugs Store","5","2016-06-22 13:37:17.667661+00:00","47.06%","null","https://data.humdata.org/dataset/sierra-leone-healthsites","null","null","null","null","null","null","null","pharmacy","null","null","null","null","null","null","null","null","null","null","null","rather.bowhead.farms","Yellow Pages, Cybo","null","null","null","null","null","null","null","null","null",-13.230109,8.487484
"bb2305afd7d64b71b386aa010bc7f93d","OpenStreetMap¶n4504696820","OpenStreetMap","Alhajie I Sum And","2","2016-11-16 17:37:14+00:00","41.18%","http://www.openstreetmap.org/node/4504696820","null","clinic","null","null","078637175","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","ponies.says.whooped","OpenStreetMap","null","null","null","null","null","null","null","null","null",-13.2708913,9.0490921
"09d26c194d44484f93fdc2d226027773","The Standby Task Force¶HF0493","SL-MOH","Alkalia","5","2016-06-22 13:37:17.667661+00:00","41.18%","http://health.gov.sl/","https://data.humdata.org/dataset/sierra-leone-healthsites","null","null","null","null","null","null","null","Community Health Post","null","null","null","null","null","null","null","null","null","null","null","bitters.blasting.nudge","SL-MOH","null","null","null","null","null","null","null","null","null",-11.38823019,9.148744744
"97e48003dfc84f0aa725e80a09e41d03","The Standby Task Force¶HF1167","SL-MOH","Allen Town","5","2016-06-22 13:37:17.667661+00:00","41.18%","http://health.gov.sl/","https://data.humdata.org/dataset/sierra-leone-healthsites","null","null","null","null","null","null","null","Community Health Centre","null","null","null","null","null","null","null","null","null","null","null","wicked.grows.surface","SL-MOH","null","null","null","null","null","null","null","null","null",-13.160278,8.413611
"268047f8f89744549ab8d93f06ac8ede","The Standby Task Force¶HF1578","MOHS DHIS","Allen Town Chc","5","2016-06-22 13:37:17.667661+00:00","47.06%","null","https://data.humdata.org/dataset/sierra-leone-healthsites","null","null","null","null","null","null","null","Community Health Centre","null","null","null","null","null","null","null","null","null","null","null","gripes.behave.state","MOHS DHIS","null","null","null","null","null","null","null","null","null",-13.15519604,8.418521304
"8916c9b3979240e988d435fc9cdb386e","The Standby Task Force¶HF1580","MOHS DHIS","Alpha Nonko Memorial Hospital","5","2016-06-22 13:37:17.667661+00:00","47.06%","null","https://data.humdata.org/dataset/sierra-leone-healthsites","null","null","null","null","null","null","null","Private Hospital","null","null","null","null","null","null","null","null","null","null","null","defeated.risky.globe","MOHS DHIS","null","null","null","null","null","null","null","null","null",-13.18163432,8.465313774
"41d61a8f6e5b4f92891508c1eb18200c","OpenStreetMap¶n4504637947","OpenStreetMap","Alphonsus Vandi","2","2016-11-16 16:35:37+00:00","41.18%","http://www.openstreetmap.org/node/4504637947","null","clinic","null","null","078511302","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","bouquet.longshot.tattletale","OpenStreetMap","null","null","null","null","null","null","null","null","null",-10.3391157,8.4617322
"bc88afac954a41c2af81d8a5ed60bf45","The Standby Task Force¶HF1430","Yellow Pages, Cybo","Amade Turay Pharmaceuticals","5","2016-06-22 13:37:17.667661+00:00","47.06%","null","https://data.humdata.org/dataset/sierra-leone-healthsites","null","null","null","null","null","null","null","pharmacy","null","null","null","null","null","null","null","null","null","null","null","moves.steadily.grandson","Yellow Pages, Cybo","null","null","null","null","null","null","null","null","null",-13.261309,8.477196
"5d603962011a45398078eabf841175f4","The Standby Task Force¶HF1439","Yellow Pages, Cybo","Amasil Patent Medicines","5","2016-06-22 13:37:17.667661+00:00","47.06%","null","https://data.humdata.org/dataset/sierra-leone-healthsites","null","null","null","null","null","null","null","pharmacy","null","null","null","null","null","null","null","null","null","null","null","headache.allergy.manuals","Yellow Pages, Cybo","null","null","null","null","null","null","null","null","null",-13.218885,8.489545
"0d333ff3e87f4e7c9abb221b83c9fe24","OpenStreetMap¶n4504580026","OpenStreetMap","Amina Yanbasu","2","2016-11-16 15:46:33+00:00","41.18%","http://www.openstreetmap.org/node/4504580026","null","clinic","null","null","076578821","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","instruct.sandstorm.deerskin","OpenStreetMap","null","null","null","null","null","null","null","null","null",-11.4710257,7.1758736
"e0a007cbd0794958adaac09753b177f5","OpenStreetMap¶n4504602481","OpenStreetMap","Aminata Yanbasu","2","2016-11-16 16:04:56+00:00","41.18%","http://www.openstreetmap.org/node/4504602481","null","clinic","null","null","076578821","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","suppertime.scarfs.cohesive","OpenStreetMap","null","null","null","null","null","null","null","null","null",-11.362917,7.2408248
"2cb88fbf183a44ebb586341dc24d7aa9","The Standby Task Force¶HF1419","Yellow Pages, Cybo","Amka Pharmaceutical","5","2016-06-22 13:37:17.667661+00:00","47.06%","null","https://data.humdata.org/dataset/sierra-leone-healthsites","null","null","null","null","null","null","null","Pharmacy","null","null","null","null","null","null","null","null","null","null","null","exhaled.neck.tricks","Yellow Pages, Cybo","null","null","null","null","null","null","null","null","null",-13.23282,8.489603
"c1e3cddabdbf4264bb498cad0fc59a1d","The Standby Task Force¶HF1312","Info Sierra Leone","Ansar Clinical","5","2016-06-22 13:37:17.667661+00:00","41.18%","null","https://data.humdata.org/dataset/sierra-leone-healthsites","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","develops.tweaked.mended","Info Sierra Leone","null","null","null","null","null","null","null","null","null",-13.16676,8.4543
"7aed8679b6374988b414dd201e440d2b","openstreetmap¶w308205497","OpenStreetMap","Arab Clinic","2","2015-12-11 10:51:22.924404+00:00","35.29%","http://www.openstreetmap.org/way/308205497","null","clinic","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","toppled.dredge.silenced","OpenStreetMap","null","null","null","null","null","null","null","null","null",-13.066293,8.326768
"8072f60e95884c10819bf1772b6e3217","The Standby Task Force¶HF1527","MOHS DHIS","Arab Clinic","5","2016-06-22 13:37:17.667661+00:00","41.18%","null","https://data.humdata.org/dataset/sierra-leone-healthsites","null","null","null","null","null","null","null","Ngo Clinic","null","null","null","null","null","null","null","null","null","null","null","frolicking.pigsty.custom","MOHS DHIS","null","null","null","null","null","null","null","null","null",-10.9777562,8.646247063
"900a5a60ea5c4599926e0073598f55b8","The Standby Task Force¶HF1657","MOHS DHIS","Arab Clinic","5","2016-06-22 13:37:17.667661+00:00","47.06%","null","https://data.humdata.org/dataset/sierra-leone-healthsites","null","null","null","null","null","null","null","Ngo Clinic","null","null","null","null","null","null","null","null","null","null","null","trumpets.sinewy.nozzle","MOHS DHIS","null","null","null","null","null","null","null","null","null",-13.06752025,8.327994398
"e2c2e00bd03d4d848222f60f38bca991","openstreetmap¶n1795616944","OpenStreetMap","Arab Clinic","2","2015-11-17 09:43:57.838516+00:00","35.29%","http://www.openstreetmap.org/node/1795616944","null","hospital","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","trout.leotard.elbow","OpenStreetMap","null","null","null","null","null","null","null","null","null",-11.7343721,7.9629732
"11b8425b34bc46b2aeeb5008e86f998a","openstreetmap¶w308767430","OpenStreetMap","Arab Clinic Health Centre","2","2015-12-11 10:51:22.924404+00:00","35.29%","http://www.openstreetmap.org/way/308767430","null","clinic","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","ointments.catfight.ascribes","OpenStreetMap","null","null","null","null","null","null","null","null","null",-13.0604708444408,8.3284146
"94a0edaa5c7946b5a0b84e4301ce1a55","The Standby Task Force¶HF1567","MOHS DHIS","Arabic Mission Clinic","5","2016-06-22 13:37:17.667661+00:00","47.06%","null","https://data.humdata.org/dataset/sierra-leone-healthsites","null","null","null","null","null","null","null","Mission Clinic","null","null","null","null","null","null","null","null","null","null","null","fell.averages.raves","MOHS DHIS","null","null","null","null","null","null","null","null","null",-13.22797477,8.488780424
"6b6646d3fff7426e80602b2c70102208","The Standby Task Force¶HF1466","Info Sierra Leone","Ash Iye Health Care","5","2016-06-22 13:37:17.667661+00:00","47.06%","null","https://data.humdata.org/dataset/sierra-leone-healthsites","null","null","null","null","null","null","null","GP TBC","null","null","null","null","null","null","null","null","null","null","null","eats.delay.steep","Info Sierra Leone","null","null","null","null","null","null","null","null","null",-11.193094,7.869459
"2aa50de18a5b4acb84e25ca80ce2eaea","OpenStreetMap¶n4260095999","OpenStreetMap","Aspen Medical Sierra Leone Private Hospital","2","2016-06-23 08:52:33+00:00","29.41%","http://www.openstreetmap.org/node/4260095999","null","hospital","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","libraries.activity.pits","OpenStreetMap","null","null","null","null","null","null","null","null","null",-13.2463191,8.4724473
"016c9a8a12304e559f252eaa3c9b066a","The Standby Task Force¶HF1472","Yellow Pages, Cybo","Aunty Bee Drug Store","5","2016-06-22 13:37:17.667661+00:00","47.06%","null","https://data.humdata.org/dataset/sierra-leone-healthsites","null","null","null","null","null","null","null","pharmacy","null","null","null","null","null","null","null","null","null","null","null","regular.terminology.carting","Yellow Pages, Cybo","null","null","null","null","null","null","null","null","null",-13.19159,8.472704
"39a6b60055ab4e22b9c3eafbb863b391","The Standby Task Force¶HF1313","Info Sierra Leone","B. K. Meditation Centre","5","2016-06-22 13:37:17.667661+00:00","41.18%","null","https://data.humdata.org/dataset/sierra-leone-healthsites","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","impaled.truly.rams","Info Sierra Leone","null","null","null","null","null","null","null","null","null",-13.238338,8.48445
"f211a1cbbde4431288e3bb8bc5e483e6","The Standby Task Force¶HF1435","Yellow Pages, Cybo","BIS-MAC Drug Store","5","2016-06-22 13:37:17.667661+00:00","47.06%","null","https://data.humdata.org/dataset/sierra-leone-healthsites","null","null","null","null","null","null","null","pharmacy","null","null","null","null","null","null","null","null","null","null","null","candles.setting.winning","Yellow Pages, Cybo","null","null","null","null","null","null","null","null","null",-13.241988,8.483403
"ca26429bf70241bba913b8a8d7300751","The Standby Task Force¶HF0111","SL-MOH","Baama","5","2016-06-22 13:37:17.667661+00:00","41.18%","http://health.gov.sl/","https://data.humdata.org/dataset/sierra-leone-healthsites","null","null","null","null","null","null","null","Community Health Centre","null","null","null","null","null","null","null","null","null","null","null","cobbled.feral.snowfall","SL-MOH","null","null","null","null","null","null","null","null","null",-11.2878182,8.2156619
"0dde891ad7074cabb2f04d5db7f42e1e","The Standby Task Force¶HF1518","MOHS DHIS","Baama Chc","5","2016-06-22 13:37:17.667661+00:00","41.18%","null","https://data.humdata.org/dataset/sierra-leone-healthsites","null","null","null","null","null","null","null","Community Health Centre","null","null","null","null","null","null","null","null","null","null","null","disturbed.strobe.showroom","MOHS DHIS","null","null","null","null","null","null","null","null","null",-11.33301506,8.359647442
"af01281287ee4b7b8fe99780506c0e72","The Standby Task Force¶HF0591","SL-MOH","Babara","5","2016-06-22 13:37:17.667661+00:00","41.18%","http://health.gov.sl/","https://data.humdata.org/dataset/sierra-leone-healthsites","null","null","null","null","null","null","null","Community Health Centre","null","null","null","null","null","null","null","null","null","null","null","multiplayer.devoured.pamphlets","SL-MOH","null","null","null","null","null","null","null","null","null",-13.13175289,8.827126964
"ad787e5b55d34408bfbccf7c7f890c40","The Standby Task Force¶HF0494","SL-MOH","Badakarifaia","5","2016-06-22 13:37:17.667661+00:00","41.18%","http://health.gov.sl/","https://data.humdata.org/dataset/sierra-leone-healthsites","null","null","null","null","null","null","null","Maternal and Child Health Post","null","null","null","null","null","null","null","null","null","null","null","wrench.rebuilt.contests","SL-MOH","null","null","null","null","null","null","null","null","null",-11.191982,9.2700759
"7d4e659b9e3e4e5d893da9e7b332836b","The Standby Task Force¶HF0522","SL-MOH","Bafodia","5","2016-06-22 13:37:17.667661+00:00","41.18%","http://health.gov.sl/","https://data.humdata.org/dataset/sierra-leone-healthsites","null","null","null","null","null","null","null","Community Health Centre","null","null","null","null","null","null","null","null","null","null","null","takeover.converts.acronyms","SL-MOH","null","null","null","null","null","null","null","null","null",-11.7341312,9.6828327
"48420c71ac2340ddbfc15ce9454618c2","The Standby Task Force¶HF1644","MOHS DHIS","Bai Bureh Memorial Hosp.","5","2016-06-22 13:37:17.667661+00:00","47.06%","null","https://data.humdata.org/dataset/sierra-leone-healthsites","null","null","null","null","null","null","null","Private Hospital","null","null","null","null","null","null","null","null","null","null","null","staples.animate.happily","MOHS DHIS","null","null","null","null","null","null","null","null","null",-13.19969392,8.601400655
"53bbbb5037c54b3baf8c59666ec8257c","The Standby Task Force¶HF0978","SL-MOH","Bai-Largo","5","2016-06-22 13:37:17.667661+00:00","41.18%","http://health.gov.sl/","https://data.humdata.org/dataset/sierra-leone-healthsites","null","null","null","null","null","null","null","Maternal and Child Health Post","null","null","null","null","null","null","null","null","null","null","null","stream.infuses.supporter","SL-MOH","null","null","null","null","null","null","null","null","null",-12.1569751,8.2798032
"4c98350ffe6c443f9eab4ebcc7e29068","The Standby Task Force¶HF0198","SL-MOH","Baiama","5","2016-06-22 13:37:17.667661+00:00","41.18%","http://health.gov.sl/","https://data.humdata.org/dataset/sierra-leone-healthsites","null","null","null","null","null","null","null","Maternal and Child Health Post","null","null","null","null","null","null","null","null","null","null","null","unalterable.realities.dummy","SL-MOH","null","null","null","null","null","null","null","null","null",-10.9437162,8.734578
"f39a5a042df04458a8bf6b511ca29e66","The Standby Task Force¶HF1698","MOHS DHIS","Baiima Chp","5","2016-06-22 13:37:17.667661+00:00","47.06%","null","https://data.humdata.org/dataset/sierra-leone-healthsites","null","null","null","null","null","null","null","Community Health Post","null","null","null","null","null","null","null","null","null","null","null","trendiness.screened.converts","MOHS DHIS","null","null","null","null","null","null","null","null","null",-10.76484406,8.030179536
"197f08e2e541420f87346b4b06f80244","The Standby Task Force¶HF1659","MOHS DHIS","Baiwala Chp","5","2016-06-22 13:37:17.667661+00:00","47.06%","null","https://data.humdata.org/dataset/sierra-leone-healthsites","null","null","null","null","null","null","null","Community Health Post","null","null","null","null","null","null","null","null","null","null","null","gazed.matters.radius","MOHS DHIS","null","null","null","null","null","null","null","null","null",-10.64780783,7.996468603
"106d7f5e6d3c4e5a9ac539b9382912a4","The Standby Task Force¶HF0327","SL-MOH","Bakeloko","5","2016-06-22 13:37:17.667661+00:00","41.18%","http://health.gov.sl/","https://data.humdata.org/dataset/sierra-leone-healthsites","null","null","null","null","null","null","null","Community Health Post","null","null","null","null","null","null","null","null","null","null","null","obtuseness.exuberance.airfield","SL-MOH","null","null","null","null","null","null","null","null","null",-12.2943682,8.3988013
"383f65020ffd44f7a6c743524047f564","The Standby Task Force¶HF0718","SL-MOH","Bakeloko","5","2016-06-22 13:37:17.667661+00:00","41.18%","http://health.gov.sl/","https://data.humdata.org/dataset/sierra-leone-healthsites","null","null","null","null","null","null","null","Community Health Post","null","null","null","null","null","null","null","null","null","null","null","originates.usurps.hurrying","SL-MOH","null","null","null","null","null","null","null","null","null",-12.29344767,8.396471192
"65397472afa847fba1095540fd1013d9","The Standby Task Force¶HF1431","Yellow Pages, Cybo","Balmus","5","2016-06-22 13:37:17.667661+00:00","47.06%","null","https://data.humdata.org/dataset/sierra-leone-healthsites","null","null","null","null","null","null","null","pharmacy","null","null","null","null","null","null","null","null","null","null","null","november.digit.endings","Yellow Pages, Cybo","null","null","null","null","null","null","null","null","null",-13.23071,8.48785
